92.0 90827.03321878528 9.4 520.9508967232683
92.0 89654.06643757055 9.4 509.67321307543693
92.0 90827.03321878528 9.4 520.9508967232683
92.0 89654.06643757055 9.4 509.67321307543693
92.0 90827.03321878528 9.4 528.9174869356286
92.0 89654.06643757055 9.4 534.3932619139614
92.0 90827.03321878528 9.4 528.9174869356286
92.0 89654.06643757055 9.4 534.3932619139614
92.0 90827.03321878528 9.4 532.2142231785737
92.0 89654.06643757055 9.4 536.3168423671358
92.0 90827.03321878528 9.4 532.2142231785737
92.0 89654.06643757055 9.4 536.3168423671358
92.0 90827.03321878528 9.4 532.2142231785737
92.0 89654.06643757055 9.4 536.3168423671358
92.0 90827.03321878528 9.4 559.5395522560791
92.0 89654.06643757055 9.4 646.5453359592914
92.0 90827.03321878528 9.4 559.5395522560791
92.0 89654.06643757055 9.4 646.5453359592914
92.0 90827.03321878528 9.4 520.3656659003485
92.0 89654.06643757055 9.4 515.096569732196
92.0 90827.03321878528 9.4 520.3656659003485
92.0 89654.06643757055 9.4 515.096569732196
92.0 90827.03321878528 9.4 515.2136415352686
92.0 89654.06643757055 9.4 495.4998975537237
92.0 90827.03321878528 9.4 515.2136415352686
92.0 89654.06643757055 9.4 495.4998975537237
92.0 90827.03321878528 9.4 521.6842249573004
92.0 89654.06643757055 9.4 518.4484485011275
92.0 90827.03321878528 9.4 521.6842249573004
92.0 89654.06643757055 9.4 518.4484485011275
92.0 90827.03321878528 9.4 630.1430988279274
92.0 89654.06643757055 9.4 627.5431676488939
92.0 90827.03321878528 9.4 630.1430988279274
92.0 89654.06643757055 9.4 627.5431676488939
92.0 90827.03321878528 9.4 602.2548048337377
92.0 89654.06643757055 9.4 791.9553095318264
92.0 90827.03321878528 9.4 602.2548048337377
92.0 89654.06643757055 9.4 791.9553095318264
92.0 90827.03321878528 9.4 574.9907642187615
92.0 89654.06643757055 9.4 478.0512806973105
92.0 90827.03321878528 9.4 574.9907642187615
92.0 89654.06643757055 9.4 478.0512806973105
92.0 90827.03321878528 9.4 534.93699885476
92.0 89654.06643757055 9.4 534.93699885476
92.0 90827.03321878528 9.4 534.93699885476
92.0 89654.06643757055 9.4 534.93699885476
92.0 90827.03321878528 9.4 601.6723551114126
92.0 89654.06643757055 9.4 641.5531820383954
92.0 90827.03321878528 9.4 551.5511889725027
92.0 89654.06643757055 9.4 535.2283397997721
92.0 90827.03321878528 9.4 551.5511889725027
92.0 89654.06643757055 9.4 535.2283397997721
92.0 90827.03321878528 9.4 530.284145747336
92.0 89654.06643757055 9.4 551.0446381232533
92.0 90827.03321878528 9.4 530.284145747336
92.0 89654.06643757055 9.4 551.0446381232533
92.0 90827.03321878528 9.4 575.2015054908777
92.0 89654.06643757055 9.4 508.80709674814943
92.0 90827.03321878528 9.4 575.2015054908777
92.0 89654.06643757055 9.4 508.80709674814943
92.0 90827.03321878528 9.4 517.4921264550618
92.0 89654.06643757055 9.4 539.0144724611539
92.0 90827.03321878528 9.4 527.4065646622437
92.0 89654.06643757055 9.4 549.1281918343933
92.0 90827.03321878528 9.4 527.4065646622437
92.0 89654.06643757055 9.4 549.1281918343933
92.0 90827.03321878528 9.4 528.7347312722155
92.0 89654.06643757055 9.4 539.3882623438991
92.0 90827.03321878528 9.4 750.3793492906389
92.0 89654.06643757055 9.4 938.2857104876986
